id,description,theme,genre
1009103,"A dying master sends his last student to check up on five former pupils, who each know a special style of kung-fu.",Epic heroes|Intense combat and martial arts|Intriguing and suspenseful murder mysteries,Mystery|Action|Drama
1010688,A family of Irish immigrants adjusts to life on the mean streets of Hell's Kitchen while also grieving the death of a child.,Moving relationship stories|Touching and sentimental family stories|Emotional and touching family dramas|Powerful stories of heartbreak and suffering|Heartbreaking and moving family drama|Enduring stories of family and marital drama,Drama
1010035,"JSDF pilot Akane has a fateful encounter when a new Godzilla emerges in Tateyama. As a countermeasure, a cyborg named Kiryu is constructed from the remains of the original. The machine is discovered to harbor the restless soul of the original monster as Akane must learn to find value in her own life as well.","Monsters, aliens, sci-fi and the apocalypse|Sci-fi monster and dinosaur adventures|Sci-fi horror, creatures, and aliens|Dangerous technology and the apocalypse|Action-packed space and alien sagas|Thought-provoking sci-fi action and future technology",Science Fiction|Action
1031007,A black champion boxer and his white female companion struggle to survive while the white boxing establishment looks for ways to knock him down.,Politics and human rights|Underdog fighting and boxing stories|Racism and the powerful fight for justice,Drama
1015072,"After a bad breakup with his girlfriend leaves him heartbroken, Carter Webb moves to Michigan to take care of his ailing grandmother. Once there, he gets mixed up in the lives of the mother and daughters who live across the street.",Moving relationship stories|Relationship comedy|Humanity and the world around us|Underdogs and coming of age|Touching and sentimental family stories|Powerful stories of heartbreak and suffering|Heartbreaking and moving family drama|Passion and romance|Emotional teen coming-of-age stories,Romance|Comedy|Drama
1104245,"Beginning with the 1993 bombing of the World Trade Center and ending on the morning of 9/11, the draws on detailed information from the 9/11 Commission Report to take viewers on an unforgettable journey through the events that presaged that fateful day -- to understand what went right and wrong, and what can be learned from this crucial eight-year period.","Politics and human rights|Politics, propaganda, and political documentaries|Riveting political and presidential drama|Intense political and terrorist thrillers|Political drama, patriotism, and war|Air pilot heroism and survival",Drama
1011591,"British diplomat Robert Conway and a small group of civilians crash land in the Himalayas, and are rescued by the people of the mysterious, Eden-like valley of Shangri-la. Protected by the mountains from the world outside, where the clouds of World War II are gathering, Shangri-la provides a seductive escape for the world-weary Conway.","Humanity and the world around us|Air pilot heroism and survival|Surreal and thought-provoking visions of life and death|Epic adventure and breathtaking battles|Humanity's odyssey: earth and beyond|Religious faith, sin, and forgiveness",Adventure|Fantasy|Drama|Romance
1015512,"A man's family leaves him when he strays from the path of ideological living in his search for personal freedom. However, as he realizes his ambitions, he also misses the presence of his son in his life. Having fulfilled his dream of becoming a billionaire, does life give him a second chance to be a father?","Crime, drugs and gangsters|Bollywood emotional dramas",Drama|Action|Crime
1001013,"Widower Walt Kowalski is a grumpy, prejudiced, tough-minded, unhappy, old, Korean War veteran who can't get along with either his kids or his neighbours. His prize possession is a 1972 Gran Torino he keeps in mint condition. When his neighbour, Thao—a young Hmong teenager under pressure from his gang member cousin—tries to steal his Gran Torino, Walt sets out to reform the youth and takes steps to protect Thao and his family from the gangs that infest their neighborhood.",Moving relationship stories|Racism and the powerful fight for justice|Emotional and touching family dramas|Touching and sentimental family stories|Heartbreaking and moving family drama|Quirky and endearing relationships,Drama
1003365,"Homicidal maniac Jason returns from the grave to cause more bloody mayhem. Young Tommy may have escaped from Crystal Lake, but he’s still haunted by the gruesome events that happened there. When gory murders start happening at the secluded halfway house for troubled teens where he now lives, it seems like his nightmarish nemesis, Jason, is back for more sadistic slaughters. But as things spiral out of control and the body count rises, Tommy begins to wonder if he’s become the killer he fears most.","Horror, the undead and monster classics|Gory, gruesome, and slasher horror|Gothic and eerie haunting horror|Twisted dark psychological thriller|Survival horror and zombie carnage|Terrifying, haunted, and supernatural horror",Horror|Thriller|Mystery
1027328,"In one of the most tragic face-offs in the history of law enforcement, the deadly debacle at Waco pitted the Branch Davidian sect against the FBI in an all-out war. This documentary makes the most of footage and recordings to examine how the events that led to the tragedy of April 19, 1993, unfolded, and how the FBI's unrelenting approach made what was already a bad situation much worse.","Faith and religion|Politics, propaganda, and political documentaries|Riveting political and presidential drama",Documentary
1008279,"In 1961, a 60-year-old taxi driver stole Goya’s portrait of the Duke of Wellington from the National Gallery in London.  It was the first (and remains the only) theft in the Gallery’s history.  What happened next became the stuff of legend.","Crude humor and satire|Laugh-out-loud relationship entanglements|Amusing jokes and witty satire|Quirky and endearing relationships|Charming romances and delightful chemistry|Gags, jokes, and slapstick humor",Comedy|History|Drama
1039769,"Women are being tortured to death with various torture devices in the dungeon of an old castle by a deformed, hooded, holocaust survivor.","Horror, the undead and monster classics|Gothic and eerie haunting horror|Gory, gruesome, and slasher horror|Terrifying, haunted, and supernatural horror|Creepy, chilling, and terrifying horror",Crime|Horror
1001521,"High school student Hodaka leaves his home on an isolated island and moves to Tokyo, but he immediately becomes broke. He lives his days in isolation, but finally finds a job as a writer for a shady occult magazine. After he starts his job, the weather has been rainy day after day. In a corner of the crowded and busy city, Hodaka meets a young woman named Hina. Due to certain circumstances, Hina and her younger brother live together, but have a cheerful and sturdy life. Hina also has a certain power: the power to stop the rain and clear the sky.",Moving relationship stories|Humanity and the world around us|Emotional and captivating fantasy storytelling|Captivating relationships and charming romance|Tragic sadness and captivating beauty|Powerful stories of heartbreak and suffering|Touching and sentimental family stories,Fantasy|Animation|Romance|Drama
1014955,"An amnesiac World War I vet falls in love with a music hall star, only to suffer an accident which restores his original memories but erases his post-War life.",Moving relationship stories|Passion and romance|Charming romances and delightful chemistry|Touching and sentimental family stories|Captivating relationships and charming romance|Powerful stories of heartbreak and suffering,Drama|Romance
1022484,Badrinath is looking for a typical bride; Vaidehi is looking for an independent life. Together they must break with tradition and redefine their role,Relationship comedy|Bollywood emotional dramas|Laugh-out-loud relationship entanglements|Charming romances and delightful chemistry|Quirky and endearing relationships|Touching and sentimental family stories,Drama|Comedy|Romance
1029707,Two young twins are sent to spend time at their aunt's farm. What nobody knows is that the aunt's handyman is a psycho serial killer who dismembers his victims and stores their body parts in the barn.,"Intense violence and sexual transgression|Graphic violence and brutal revenge|Gory, gruesome, and slasher horror|Challenging or sexual themes & twists|Extreme gory horror and cannibalism",Horror
1016669,"A jaded homicide detective has been put on the case of a ruthless killer in the city of Chicago, who leaves a trail of horribly mutilated and dismembered corpses along with perversely ironic biblical quotes.","Thrillers and murder mysteries|Intense violence and sexual transgression|Suspenseful crime thrillers|Twisted dark psychological thriller|Intriguing and suspenseful murder mysteries|Gory, gruesome, and slasher horror|Noir and dark crime dramas",Crime|Mystery|Horror
1009203,"Lovely Linda Mason has crooner Jim Hardy head over heels, but suave stepper Ted Hanover wants her for his new dance partner after fickle Lila Dixon gives him the brush. Jim's supper club, Holiday Inn, is the setting for the chase by Hanover and his manager.",Song and dance|Dazzling vocal performances and musicals|Charming romances and delightful chemistry|Dance rhythms and catchy tunes|Holiday joy and heartwarming Christmas|Catchy songs and hilarious musical comedy,Comedy|Drama|Romance
1018949,Ben and Katie Jordan are a married couple who go through hard times in fifteen years of marriage.,Relationship comedy|Moving relationship stories|Crude humor and satire|Laugh-out-loud relationship entanglements|Charming romances and delightful chemistry|Quirky and endearing relationships|Touching and sentimental family stories|Passion and romance,Drama|Comedy|Romance
1000652,"Amid a future war between the human race and the forces of artificial intelligence, a hardened ex-special forces agent grieving the disappearance of his wife, is recruited to hunt down and kill the Creator, the elusive architect of advanced AI who has developed a mysterious weapon with the power to end the war—and mankind itself.","Monsters, aliens, sci-fi and the apocalypse|Humanity and the world around us|War and historical adventure|High speed and special ops|Thought-provoking sci-fi action and future technology|Action-packed space and alien sagas|Dangerous technology and the apocalypse|Imaginative space odysseys and alien encounters|Military combat and heroic soldiers",Action|Science Fiction|Adventure
1014727,"A family moves to a small town in California where they plan on starting a new life while running a long-abandoned funeral home. The locals fear the place, which is suspected to be on haunted ground.","Horror, the undead and monster classics|Terrifying, haunted, and supernatural horror|Gory, gruesome, and slasher horror|Creepy, chilling, and terrifying horror|Survival horror and zombie carnage|Gothic and eerie haunting horror",Horror|Mystery
1005877,"The Sea Inside is about Spaniard Ramón Sampedro, who fought a 30-year campaign to win the right to end his life with dignity. It is the story of Ramón’s relationships with two women: Julia a lawyer who supports his cause, and Rosa, a local woman who wants to convince him that life is worth living.",Moving relationship stories|Humanity and the world around us|Powerful stories of heartbreak and suffering|Surreal and thought-provoking visions of life and death|Touching and sentimental family stories|Heartbreaking and moving family drama|Powerful poetic and passionate drama,Drama
1026586,When two researchers discover a colossal shark's tooth off the Mexican coast their worst fears surface - the most menacing beast to ever rule the waters is still alive and mercilessly feeding on anything that crosses its path. Now they must hunt the fierce killer and destroy it... before there is no one left to stop it,Crude humor and satire|Sci-fi monster and dinosaur adventures,Action|Thriller|Adventure|Horror
1033174,A Hong Kong prostitute tries modeling and falls for the artist who's painting her.,Moving relationship stories|Tragic sadness and captivating beauty|Passion and romance|Captivating relationships and charming romance|Charming romances and delightful chemistry|Powerful poetic and passionate drama,Romance|Drama
1039613,"When he is suspended from his university job for his outlandish ideas, Professor John Venkenheim leads a documentary film crew to the rim of the Arctic Circle in a desperate effort to vindicate his academic reputation. His theory: Mary Shelley's ghastly story, ""Frankenstein,"" is, in fact, a work of non-fiction disguised as fantasy. In the vast, frozen wilderness, Venkenheim and his team search for the legendary monster, a creature mired in mystery and drenched in blood. What they find is an unspeakable truth more terrifying than any fiction...a nightmare from which there is no waking.","Horror, the undead and monster classics|Gory, gruesome, and slasher horror|Sci-fi horror, creatures, and aliens|Creepy, chilling, and terrifying horror|Chilling experiments and classic monster horror|Terrifying, haunted, and supernatural horror",Horror|Science Fiction
1005269,"After their airplane crashes behind enemy lines, four soldiers must survive and try to find a way back to their battalion. However, when they come across a local peasant girl the horrors of war quickly become apparent.",War and historical adventure|Military combat and heroic soldiers|Bravery in War|Nazis and World War II|Air pilot heroism and survival,War|Drama|Thriller
1009229,"Following the unexplained suicide of his wife Liza, website designer Wilson Joel turns to huffing gasoline fumes and remote control gaming while avoiding an inevitable conflict with his mother-in-law.",Moving relationship stories|Humanity and the world around us|Powerful stories of heartbreak and suffering|Touching and sentimental family stories|Heartbreaking and moving family drama,Drama|Comedy
1009089,"A computer specialist is sued for sexual harassment by a former lover turned boss who initiated the act forcefully, which threatens both his career and his personal life.",Thrillers and murder mysteries|Suspenseful crime thrillers|Twisted dark psychological thriller|Intense political and terrorist thrillers|Erotic relationships and desire,Drama|Crime|Thriller
1011716,"The unassuming, nebbishy inventor Sidney Stratton creates a miraculous fabric that will never be dirty or worn out. Clearly he can make a fortune selling clothes made of the material, but may cause a crisis in the process. After all, once someone buys one of his suits they won't ever have to fix them or buy another one, and the clothing industry will collapse overnight. Nevertheless, Sidney is determined to put his invention on the market, forcing the clothing factory bigwigs to resort to more desperate measures...","Crude humor and satire|Amusing jokes and witty satire|Gags, jokes, and slapstick humor|Laugh-out-loud relationship entanglements|Kids' animated fun and adventure",Comedy|Science Fiction
1068097,"Five young people wake up dead. Washed up by the tide they scramble to an abandoned beach house, soon realizing that the perpetual night and blasts of pain suggest this is some version of hell. Between in-fighting and attacks by a demonic shadow creature, they recall the collapse of the nightclub that brought them here - and begin seeing hope of a second chance in the cabin's two mysterious paintings...","Horror, the undead and monster classics|Twisted dark psychological thriller|Terrifying, haunted, and supernatural horror|Gothic and eerie haunting horror",Thriller|Mystery|Horror
1195879,"As an old Boing 747 takes off for its last red-eye flight from a small Pacific island, unusual events occur intermittently. While all the passengers are panic, the captain and the chief flight attendant try to lead the investigation.","Horror, the undead and monster classics|Twisted dark psychological thriller|Sci-fi horror, creatures, and aliens|Air pilot heroism and survival|Sci-fi monster and dinosaur adventures",Action|Thriller
1021395,"When a feminist filmmaker sets out to document the mysterious and polarizing world of the Men’s Rights Movement, she begins to question her own beliefs. Chronicling Cassie Jaye’s journey exploring an alternate perspective on gender equality, power and privilege.","Intense violence and sexual transgression|Challenging or sexual themes & twists|Fascinating, emotional stories and documentaries|Politics, propaganda, and political documentaries",Documentary
1016044,"London, England, May 2000. The peaceful life of elderly Joan Stanley is suddenly disrupted when she is arrested by the British Intelligence Service and accused of providing information to communist Russia during the forties.","War and historical adventure|Exciting spy thrillers with tense intrigue|Political drama, patriotism, and war|Intense political and terrorist thrillers|Riveting political and presidential drama|Nazis and World War II",Thriller|History
1033105,"A group of fashion models disturb the tomb of a mummy and revive an ancient curse. Along with the mummy rising, slaves who were buried in the desert thousands of years before, also rise, with a craving for human flesh.","Horror, the undead and monster classics|Survival horror and zombie carnage|Extreme gory horror and cannibalism|Gory, gruesome, and slasher horror|Creepy, chilling, and terrifying horror|Chilling experiments and classic monster horror",Horror
1121361,"The events take place in a historical context, in the 11th century, where the leader of the Assassins, Hassan al-Sabah, and his leadership of the band that was famous for carrying out bloody assassinations of prominent figures at that stage.",Epic history and literature|Historical battles and epic heroism,Drama
1016291,A trio of tourists on a fishing trip in the mangrove swamps of Northern Australia are left to fend for themselves when their tour guide is killed by a crocodile.,"Horror, the undead and monster classics|Sci-fi horror, creatures, and aliens|Gory, gruesome, and slasher horror|Terrifying, haunted, and supernatural horror|Twisted dark psychological thriller|Survival horror and zombie carnage",Adventure|Horror|Drama
1044271,"The story of the Egyptian Pharaoh, one of the most renowned leaders in human history.  This ambitious special-event series tells the story of Tut’s rise to power and his struggle to lead Egypt to glory, while his closest advisers, friends and lovers scheme for their own nefarious interests. “Tut” opens up a fascinating window into a world filled with heart-breaking romance, epic battles, political backstabbing, conspiracy, jealousy, and even murder — proving his world was not far removed from our own — and that his reign as the youngest Egyptian king played out as a real-life drama for the ages.",Epic history and literature|Historical battles and epic heroism|Lavish dramas and sumptuous royalty|Captivating vision and Shakespearean drama,Drama
1037488,"Poet, singer / songwriter and ladies man Leonard Cohen is interviewed in his home about his life and times. The interview is interspersed with archive photos and exuberant praise and live perfomances from an eclectic mix of musicians, including: Jarvis Cocker, Rufus & Martha Wainwright, Teddy Thompson, Anohni, The Handsome Family and U2's Bono and The Edge.",Song and dance|Legendary musicians and stardom|Emotional life of renowned artists|Dazzling vocal performances and musicals,Music|Documentary
1057178,"Set in Mumbai, the story unfolds in a hospital that is under siege, where Vivaan Ahuja and his wife Anshika are trapped. Does he manage to rescue her and other hostages from the dangerous hoodlums?",Epic heroes|Bollywood emotional dramas|Intense combat and martial arts|Explosive and action-packed heroes vs. villains,Thriller|Action
1057237,"Bullying students are becoming deathly ill after screaming the name of a legendary ghost. What's to blame? An exotic illness? An illicit drug? Or is it the supernatural? The clues are few and time is running out for the students of Rogers High School. The only hope is the Veritas Project, a highly trained investigative team working undercover to expose the truth. Lives hang in the balance as they scramble to unravel the mystery and protect the student body from their own hatred and fear.","Underdogs and coming of age|Intense violence and sexual transgression|Horror, the undead and monster classics|Terrifying, haunted, and supernatural horror|Gory, gruesome, and slasher horror|Gothic and eerie haunting horror|Teen school antics and laughter|Creepy, chilling, and terrifying horror",Thriller|Mystery|Horror
1074508,"Three friends head to the seafront for a drunken weekend, only to be imprisoned on the top floor of their holiday apartment by a malevolent paranormal force.","Horror, the undead and monster classics|Intense violence and sexual transgression|Terrifying, haunted, and supernatural horror|Gory, gruesome, and slasher horror|Gothic and eerie haunting horror|Extreme gory horror and cannibalism|Twisted dark psychological thriller",Thriller|Horror
1019075,"London, 1761. St. Mary's of Bethlehem, a sinister madhouse, is visited by wealthy people who enjoy watching the patients confined there as if they were caged animals. Nell Bowen, one of the visitors, is horrified by the deplorable living conditions of the unfortunate inhabitants of this godforsaken place, better known as Bedlam.","Horror, the undead and monster classics|Creepy, chilling, and terrifying horror|Terrifying, haunted, and supernatural horror|Chilling experiments and classic monster horror|Gory, gruesome, and slasher horror",Thriller|Drama
1038845,"Cupid's arrow and a lot more strike at Madhav Shastri's when he first has a glimpse of beautiful Reena Malhotra. Thereafter he meets her again and finds out that she the bethrothed of one Rajiv, and so he impersonates Rajiv and enters Reena's life. And they both fall in love...",Song and dance|Bollywood emotional dramas,Romance|Drama
1052265,Detective Sam Spade is pulled out of his tranquil retirement in France to investigate a series of brutal murders.,Thrillers and murder mysteries|Intriguing and suspenseful murder mysteries|Noir and dark crime dramas,Drama|Mystery
1009467,"In order to save an assassinated scientist, a submarine and its crew are shrunk to microscopic size and injected into his bloodstream.","Monsters, aliens, sci-fi and the apocalypse|Imaginative space odysseys and alien encounters|Action-packed space and alien sagas|Thought-provoking sci-fi action and future technology|Exciting spy thrillers with tense intrigue",Science Fiction|Adventure
1003654,"When a retiring assassin realizes that he is the target of a hit, he winds up back in the game going head to head with a gang of younger, ruthless killers.","Epic heroes|Violent action, guns, and crime|Graphic violence and brutal revenge|Challenging or sexual themes & twists|Action comedy and silly heroics|Bloody vampire horror",Drama|Action|Crime
1019310,"Bones Conway and Jack Kaufman didn't really know what they were in for when they enlisted in the U.S. Army; they just wanted to get a job and make some money. But these new recruits are so hapless, they run the risk of getting kicked out before their military careers even begin. Soon, though, they're sent to the Middle East to fight for their country -- which they manage to do in their own wacky ways.","Crude humor and satire|Gags, jokes, and slapstick humor|Funny jokes and crude humor|Amusing jokes and witty satire",Comedy
1008735,"Recently fired and facing eviction, a new dad has his life turned upside down when he meets a wealthy couple who offer a path to financial security... but at a price.",Intense violence and sexual transgression|Crude humor and satire|Twisted dark psychological thriller|Graphic violence and brutal revenge|Challenging or sexual themes & twists|Funny jokes and crude humor|Intense political and terrorist thrillers,Crime|Comedy|Drama
1042978,"A group of diverse individuals are suddenly taken from their homes and flown via helicopter to a futuristic bomb shelter in the desert, nearly two miles below the surface of the Earth. There they learn that a nuclear holocaust is taking place and that they've been ""chosen"" by computer to survive in the shelter in order to continue the human race. The shelter is designed to allow the people to exist underground comfortably for years, but they are faced with a threat nobody could have predicted: a colony of thousands of bloodthirsty vampire bats finds a way into the shelter and launches a series of vicious attacks where they claim the humans one by one.","Monsters, aliens, sci-fi and the apocalypse|Horror, the undead and monster classics|Sci-fi horror, creatures, and aliens|Dangerous technology and the apocalypse|Creepy, chilling, and terrifying horror|Gory, gruesome, and slasher horror|Terrifying, haunted, and supernatural horror",Horror|Science Fiction
1015635,"Dave, Sam and Jeff are about to graduate from Holden University with honors in lying, cheating and scheming. The three roommates have proudly scammed their way through the last four years of college and now, during final exams, these big-men-on-campus are about to be busted by the most unlikely dude in school. Self-dubbed Cool Ethan, an ambitious nerd with a bad crush, enters their lives one day and everything begins to unravel.","Crude humor and satire|Underdogs and coming of age|Relationship comedy|Funny jokes and crude humor|Teen school antics and laughter|Gags, jokes, and slapstick humor|Catchy songs and hilarious musical comedy|Amusing jokes and witty satire",Romance|Comedy
1025021,"John James is a writer; his wife has left him. He moves with his two middle-school children to an isolated house off a dirt road in South Carolina. The property has an Indian burial mound, which fascinates his daughter, Louisa, who's entering puberty.","Horror, the undead and monster classics|Intense violence and sexual transgression|Terrifying, haunted, and supernatural horror|Twisted dark psychological thriller|Creepy, chilling, and terrifying horror|Gothic and eerie haunting horror|Gory, gruesome, and slasher horror",Horror|Thriller
1009140,"Three friends discover a mysterious machine that takes pictures 24 hours into the future and conspire to use it for personal gain, until disturbing and dangerous images begin to develop.","Intense violence and sexual transgression|Twisted dark psychological thriller|Engaging, intense crime and casino drama",Thriller|Science Fiction|Mystery
1005447,"Determined to hold on to the throne, Cleopatra seduces the Roman emperor Julius Caesar. When Caesar is murdered, she redirects her attentions to his general, Marc Antony, who vows to take power—but Caesar’s successor has other plans.",Epic history and literature|Lavish dramas and sumptuous royalty|Captivating vision and Shakespearean drama|Passion and romance|Historical battles and epic heroism|Powerful poetic and passionate drama,History|Drama|Romance
1019392,"An American TV crew gets trapped in a centuries-old web of revenge, horror, and blood, when their home improvement show is attacked by angry Eastern European villagers out to kill the show's star.","Crude humor and satire|Spooky, scary comedy",Horror|Thriller|Comedy
1008166,"Vincent, a wealthy real estate agent, is invited to dinner by his sister Elizabeth and her husband Peter, both professors in Paris. Claude, a childhood friend and trombonist in a symphony orchestra, is also present. Vincent brings news from the prenatal examination of his and his wife Anna's unborn son.  The name chosen by the soon-to-be parents strongly offends the others for many reasons. The dispute between the guests quickly escalates and before long the resurgence of old grudges and hidden secrets is unavoidable ...",Crude humor and satire|Amusing jokes and witty satire,Drama|Comedy
1021036,"A folklore professor becomes unwittingly possessed by the ancient Japanese demons of Thunder and Lightning. But when The Bureau of Paranormal Research & Defense dispatches a team of agents to investigate, a cursed samurai sword sends Hellboy to a supernatural dimension of ghosts, monsters, and feudal mayhem. Now while pyrokinetic Liz Sherman and fishboy Abe Sapien battle one very pissed-off dragon, a lost and cranky Hellboy must find his way home.",Kids' animated fun and adventure,TV Movie|Thriller|Action|Animation|Science Fiction|Fantasy|Horror
1055841,"Cryptozoologist Doctor Peña traps the legendary Chupacabra on a remote Caribbean Island to make his name in the scientific community. When he smuggles it aboard the cruise ship Regent Queen, commanded by Captain Randolph, the monster breaks out of the cargo hold and makes a smorgasbord out of the passengers and crew.","Monsters, aliens, sci-fi and the apocalypse|Sci-fi horror, creatures, and aliens|Sci-fi monster and dinosaur adventures|Gory, gruesome, and slasher horror|Extreme gory horror and cannibalism|Chilling experiments and classic monster horror",Horror
1023034,"After a pair of models go missing from a boat, a rescue party discover an empty galleon carrying the coffins of the long dead Knights Templar. The rescue party board the galleon and then discover their own boat has vanished. The survivors struggle to fight off the spectral knights with what little knowledge they have of them.","Horror, the undead and monster classics|Terrifying, haunted, and supernatural horror|Gothic and eerie haunting horror|Survival horror and zombie carnage|Creepy, chilling, and terrifying horror|Gory, gruesome, and slasher horror",Horror
1039590,"Kalindi, Avni, Sakshi and Meera are childhood friends. Kalindi and Rishabh are getting married, and the four gal pals come together for their veere’s wedding. But of course, there can be no shaadi without showsha and a lot of drama. This wedding celebration brings out skeletons from the closet, unspoken truths and some harsh realities as well.",Crude humor and satire|Quirky and endearing relationships|Laugh-out-loud relationship entanglements|Charming romances and delightful chemistry|Bollywood emotional dramas|Emotional teen coming-of-age stories,Comedy|Drama
1040286,"Amongst the communal riots that erupt in the city, Tara shelters a wayward Sakina from a crazed mob and a bond that blossoms into love is created. The two eventually get married and have a son. The happy family, now living in Amritsar, gets the shock of their lives when Sakina learns that her father (Amrish Puri), whom she previously believed died in the riots back in Amritsar, is still alive after seeing his picture in a tattered, old newspaper. Upon contacting him, Sakina's father, now the mayor of Lahore in Pakistan, arranges for his daughter to arrive in Lahore to see him. Sakina leaves for Lahore minus Tara and her son, and upon reaching the city, learns of her father's plans for her - plans that include forcing Sakina to forget about her family and start life anew in Pakistan. Then begins an extraordinary journey which will lead Tara to cross the border into Pakistan to find his love Sakina",Epic history and literature|Bollywood emotional dramas,Romance|Drama|History|Action
1004703,"Alienated teen Pauline struggles with the pressures of fitting into high school, pleasing her mother and a burning desire to lose her virginity. With a grotesque curiosity for the darker side of life, Pauline is considered a social outcast by everyone around her. Enticed by flesh, she retreats into her own fantasies and hopes to become a great surgeon - that is, if she doesn't go insane first.","Intense violence and sexual transgression|Horror, the undead and monster classics|Challenging or sexual themes & twists|Dreamlike, quirky, and surreal storytelling|Graphic violence and brutal revenge|Emotional teen coming-of-age stories|Teen school antics and laughter",Drama|Horror
1010641,A washed up golf pro working at a driving range tries to qualify for the US Open in order to win the heart of his succesful rival's girlfriend.,Relationship comedy|Laugh-out-loud relationship entanglements|Inspiring sports underdog stories|Charming romances and delightful chemistry,Comedy|Romance
1000503,"Set in a post-apocalyptic world, young Thomas is deposited in a community of boys after his memory is erased, soon learning they're all trapped in a maze that will require him to join forces with fellow “runners” for a shot at escape.","Epic heroes|Thought-provoking sci-fi action and future technology|Sci-fi horror, creatures, and aliens|Superheroes in action-packed battles with villains|Twisted dark psychological thriller|Sci-fi monster and dinosaur adventures",Science Fiction|Action|Mystery|Thriller
1013261,"Zen, an autistic teenage girl with powerful martial arts skills, gets money to pay for her sick mother Zin's treatment by seeking out all the people who owe Zin money and making them pay.","Epic heroes|Intense combat and martial arts|Violent action, guns, and crime|Gritty crime and ruthless gangsters|Fantasy adventure, heroism, and swordplay|Historical battles and epic heroism",Action|Crime
1012291,"A group of close friends who attend a private school all have a debilitating crush on the sunny star pupil, Shen Jiayi. The only member of the group who claims not to is Ke Jingteng, but he ends up loving her as well.",Relationship comedy|Student coming-of-age challenges|Emotional teen coming-of-age stories|Tragic sadness and captivating beauty|Laugh-out-loud relationship entanglements|Teen school antics and laughter,Comedy|Romance
1004969,"Tommy Bundy and Sincere are best friends as well as infamous and ruthless criminals and shot-callers in the hood. Respected by many but feared by all.  As the police are closing in on them and new players are looking for a come up, will their reign last?","Crime, drugs and gangsters|Gritty crime and ruthless gangsters|Violent action, guns, and crime|Violent crime and drugs",Drama|Crime
1005926,"Young musician Zach Sobiech discovers his cancer has spread, leaving him just a few months to live. With limited time, he follows his dream and makes an album, unaware that it will soon be a viral music phenomenon.",Moving relationship stories|Touching and sentimental family stories|Powerful stories of heartbreak and suffering|Emotional and touching family dramas|Emotional teen coming-of-age stories|Quirky and endearing relationships,Drama|Music|Romance
1002467,"Nerdy accountant Harold and his irrepressible friend, Kumar, get stoned watching television and find themselves utterly bewitched by a commercial for White Castle. Convinced there must be one nearby, the two set out on a late-night odyssey that takes them deep into New Jersey. Somehow, the boys manage to run afoul of rednecks, cops and even a car-stealing Neil Patrick Harris before getting anywhere near their beloved sliders.","Crude humor and satire|Underdogs and coming of age|Relationship comedy|Funny jokes and crude humor|Gags, jokes, and slapstick humor|Teen school antics and laughter|Amusing jokes and witty satire|Laugh-out-loud relationship entanglements",Adventure|Comedy
1009260,"Jenn has washed ashore a small tropical island and it doesn’t take her long to realize she’s completely alone. She must spend her days not only surviving the elements, but must also fend off the malevolent force that comes out each night.","Monsters, aliens, sci-fi and the apocalypse|Sci-fi horror, creatures, and aliens|Twisted dark psychological thriller",Horror|Thriller
1010963,A chainsaw-wielding George Washington teams with beer-loving bro Sam Adams to take down the Brits in a tongue-in-cheek riff on the American Revolution.,"Crude humor and satire|Funny jokes and crude humor|Action comedy and silly heroics|Amusing jokes and witty satire|Gags, jokes, and slapstick humor",Comedy|Animation|Action
1001210,"Trying to reverse a family curse, brothers Jimmy and Clyde Logan set out to execute an elaborate robbery during the legendary Coca-Cola 600 race at the Charlotte Motor Speedway.","Crude humor and satire|Gags, jokes, and slapstick humor|Heists and thrilling action|Laugh-out-loud relationship entanglements|Funny jokes and crude humor|Adrenaline-fueled action and fast cars",Crime|Action|Comedy|Drama
1016833,"After a high-speed car chase, Madea winds up behind bars because her quick temper gets the best of her. Meanwhile, Assistant District Attorney Josh Hardaway lands a case that's too personal to handle: that of a young prostitute and former drug addict named Candace. When Candace winds up in jail, Madea takes the young woman under her protective wing.","Crude humor and satire|Gags, jokes, and slapstick humor|Quirky and endearing relationships|Laugh-out-loud relationship entanglements|Funny jokes and crude humor",Drama|Crime|Comedy
1003087,"King Randolph sends for his cousin Duchess Rowena to help turn his daughters, Princess Genevieve and her 11 sisters, into better ladies. But the Duchess takes away all the sisters fun, including the sisters favorite pastime: dancing.Thinking all hope is lost they find a secret passageway to a magical land were they can dance the night away.",Fairy-tale fantasy and enchanted magic|Kids' animated fun and adventure|Holiday joy and heartwarming Christmas|Adorable animals and heartwarming families|Dazzling vocal performances and musicals,Family|Animation
1037571,"When SAS Captain Peter Skellen is thrown out of the service for gross misconduct due to unnecessary violence and bullying, he is soon recruited by The People's Lobby, a fanatical group aiming to hold several US dignitaries hostage. But Skellen's dismissal is a front to enable him to get close to the terrorist group. Can he get close enough to stop the Lobby from creating an international incident?","War and historical adventure|Exciting spy thrillers with tense intrigue|Explosive and action-packed heroes vs. villains|Military combat and heroic soldiers|Bravery in War|Political drama, patriotism, and war",Action|Thriller
